,Country,Code,Year,Deaths_Recorded,Income classifications (World Bank (2017)),Deaths_Recorded_2019,Year_2019
1236,Cayman Islands,CYM,2011,,High income,,
1237,Cayman Islands,CYM,2012,,High income,,
1238,Cayman Islands,CYM,2013,,High income,,
1239,Cayman Islands,CYM,2014,,High income,,
1240,Cayman Islands,CYM,2015,,High income,,
1241,Cayman Islands,CYM,2016,,High income,,
1242,Central African Republic,CAF,1990,1522,Low income,1975,2019
1243,Central African Republic,CAF,1991,1566,Low income,1975,2019
1244,Central African Republic,CAF,1992,1589,Low income,1975,2019
1245,Central African Republic,CAF,1993,1623,Low income,1975,2019
1246,Central African Republic,CAF,1994,1658,Low income,1975,2019
1247,Central African Republic,CAF,1995,1679,Low income,1975,2019
1248,Central African Republic,CAF,1996,1724,Low income,1975,2019
1249,Central African Republic,CAF,1997,1733,Low income,1975,2019
1250,Central African Republic,CAF,1998,1756,Low income,1975,2019
1251,Central African Republic,CAF,1999,1776,Low income,1975,2019
1252,Central African Republic,CAF,2000,1772,Low income,1975,2019
1253,Central African Republic,CAF,2001,1779,Low income,1975,2019
1254,Central African Republic,CAF,2002,1789,Low income,1975,2019
1255,Central African Republic,CAF,2003,1787,Low income,1975,2019
1256,Central African Republic,CAF,2004,1784,Low income,1975,2019
1257,Central African Republic,CAF,2005,1786,Low income,1975,2019
1258,Central African Republic,CAF,2006,1790,Low income,1975,2019
1259,Central African Republic,CAF,2007,1781,Low income,1975,2019
1260,Central African Republic,CAF,2008,1767,Low income,1975,2019
1261,Central African Republic,CAF,2009,1775,Low income,1975,2019
1262,Central African Republic,CAF,2010,1805,Low income,1975,2019
1263,Central African Republic,CAF,2011,1823,Low income,1975,2019
1264,Central African Republic,CAF,2012,1816,Low income,1975,2019
1265,Central African Republic,CAF,2013,1840,Low income,1975,2019
1266,Central African Republic,CAF,2014,1851,Low income,1975,2019
1267,Central African Republic,CAF,2015,1870,Low income,1975,2019
1268,Central African Republic,CAF,2016,1896,Low income,1975,2019
1269,Central African Republic,CAF,2017,1924,Low income,1975,2019
1270,Central African Republic,CAF,2018,1949,Low income,1975,2019
1271,Central African Republic,CAF,2019,1975,Low income,1975,2019
1272,Central African Republic,CAF,1987,,Low income,1975,2019
1273,Central African Republic,CAF,1988,,Low income,1975,2019
1274,Central African Republic,CAF,1989,,Low income,1975,2019
1275,Chad,TCD,1990,1810,Low income,2973,2019
1276,Chad,TCD,1991,1821,Low income,2973,2019
1277,Chad,TCD,1992,1868,Low income,2973,2019
1278,Chad,TCD,1993,1931,Low income,2973,2019
1279,Chad,TCD,1994,1986,Low income,2973,2019
1280,Chad,TCD,1995,2028,Low income,2973,2019
1281,Chad,TCD,1996,2134,Low income,2973,2019
1282,Chad,TCD,1997,2214,Low income,2973,2019
1283,Chad,TCD,1998,2272,Low income,2973,2019
1284,Chad,TCD,1999,2335,Low income,2973,2019
1285,Chad,TCD,2000,2380,Low income,2973,2019
1286,Chad,TCD,2001,2433,Low income,2973,2019
1287,Chad,TCD,2002,2492,Low income,2973,2019
1288,Chad,TCD,2003,2550,Low income,2973,2019
1289,Chad,TCD,2004,2580,Low income,2973,2019
1290,Chad,TCD,2005,2576,Low income,2973,2019
1291,Chad,TCD,2006,2596,Low income,2973,2019
1292,Chad,TCD,2007,2636,Low income,2973,2019
1293,Chad,TCD,2008,2679,Low income,2973,2019
1294,Chad,TCD,2009,2726,Low income,2973,2019
1295,Chad,TCD,2010,2761,Low income,2973,2019
1296,Chad,TCD,2011,2805,Low income,2973,2019
1297,Chad,TCD,2012,2840,Low income,2973,2019
1298,Chad,TCD,2013,2850,Low income,2973,2019
1299,Chad,TCD,2014,2873,Low income,2973,2019
1300,Chad,TCD,2015,2892,Low income,2973,2019
1301,Chad,TCD,2016,2909,Low income,2973,2019
1302,Chad,TCD,2017,2932,Not categorized,2973,2019
1303,Chad,TCD,2018,2960,Not categorized,2973,2019
1304,Chad,TCD,2019,2973,Not categorized,2973,2019
1305,Chad,TCD,1987,,Low income,2973,2019
1306,Chad,TCD,1988,,Low income,2973,2019
1307,Chad,TCD,1989,,Low income,2973,2019
1308,Channel Islands,OWID_CIS,1987,,High income,,
1309,Channel Islands,OWID_CIS,1988,,High income,,
1310,Channel Islands,OWID_CIS,1989,,High income,,
1311,Channel Islands,OWID_CIS,1990,,High income,,
1312,Channel Islands,OWID_CIS,1991,,High income,,
1313,Channel Islands,OWID_CIS,1992,,High income,,
1314,Channel Islands,OWID_CIS,1993,,High income,,
1315,Channel Islands,OWID_CIS,1994,,High income,,
1316,Channel Islands,OWID_CIS,1995,,High income,,
1317,Channel Islands,OWID_CIS,1996,,High income,,
1318,Channel Islands,OWID_CIS,1997,,High income,,
1319,Channel Islands,OWID_CIS,1998,,High income,,
1320,Channel Islands,OWID_CIS,1999,,High income,,
1321,Channel Islands,OWID_CIS,2000,,High income,,
1322,Channel Islands,OWID_CIS,2001,,High income,,
1323,Channel Islands,OWID_CIS,2002,,High income,,
1324,Channel Islands,OWID_CIS,2003,,High income,,
1325,Channel Islands,OWID_CIS,2004,,High income,,
1326,Channel Islands,OWID_CIS,2005,,High income,,
1327,Channel Islands,OWID_CIS,2006,,High income,,
1328,Channel Islands,OWID_CIS,2007,,High income,,
1329,Channel Islands,OWID_CIS,2008,,High income,,
1330,Channel Islands,OWID_CIS,2009,,High income,,
1331,Channel Islands,OWID_CIS,2010,,High income,,
1332,Channel Islands,OWID_CIS,2011,,High income,,
1333,Channel Islands,OWID_CIS,2012,,High income,,
1334,Channel Islands,OWID_CIS,2013,,High income,,
1335,Channel Islands,OWID_CIS,2014,,High income,,
1336,Channel Islands,OWID_CIS,2015,,High income,,
1337,Channel Islands,OWID_CIS,2016,,High income,,
1338,Chile,CHL,1990,9379,Lower-middle income,11179,2019
1339,Chile,CHL,1991,9006,Lower-middle income,11179,2019
1340,Chile,CHL,1992,8767,Lower-middle income,11179,2019
1341,Chile,CHL,1993,8847,Upper-middle income,11179,2019
1342,Chile,CHL,1994,8893,Upper-middle income,11179,2019
1343,Chile,CHL,1995,9076,Upper-middle income,11179,2019
1344,Chile,CHL,1996,9071,Upper-middle income,11179,2019
1345,Chile,CHL,1997,8890,Upper-middle income,11179,2019
1346,Chile,CHL,1998,8889,Upper-middle income,11179,2019
1347,Chile,CHL,1999,8935,Upper-middle income,11179,2019
1348,Chile,CHL,2000,8805,Upper-middle income,11179,2019
1349,Chile,CHL,2001,9056,Upper-middle income,11179,2019
1350,Chile,CHL,2002,9066,Upper-middle income,11179,2019
1351,Chile,CHL,2003,9254,Upper-middle income,11179,2019
1352,Chile,CHL,2004,9354,Upper-middle income,11179,2019
1353,Chile,CHL,2005,9350,Upper-middle income,11179,2019
1354,Chile,CHL,2006,9394,Upper-middle income,11179,2019
1355,Chile,CHL,2007,9548,Upper-middle income,11179,2019
1356,Chile,CHL,2008,9547,Upper-middle income,11179,2019
1357,Chile,CHL,2009,9936,Upper-middle income,11179,2019
1358,Chile,CHL,2010,10203,Upper-middle income,11179,2019
1359,Chile,CHL,2011,10239,Upper-middle income,11179,2019
1360,Chile,CHL,2012,10329,High income,11179,2019
1361,Chile,CHL,2013,10480,High income,11179,2019
1362,Chile,CHL,2014,10491,High income,11179,2019
1363,Chile,CHL,2015,10589,High income,11179,2019
1364,Chile,CHL,2016,10497,High income,11179,2019
1365,Chile,CHL,2017,10789,Not categorized,11179,2019
1366,Chile,CHL,2018,10992,Not categorized,11179,2019
1367,Chile,CHL,2019,11179,Not categorized,11179,2019
1368,Chile,CHL,1987,,Lower-middle income,11179,2019
1369,Chile,CHL,1988,,Lower-middle income,11179,2019
1370,Chile,CHL,1989,,Lower-middle income,11179,2019
1371,China,CHN,1990,1531775,Low income,2418665,2019
1372,China,CHN,1991,1581921,Low income,2418665,2019
1373,China,CHN,1992,1630883,Low income,2418665,2019
1374,China,CHN,1993,1675896,Low income,2418665,2019
1375,China,CHN,1994,1709262,Low income,2418665,2019
1376,China,CHN,1995,1749745,Low income,2418665,2019
1377,China,CHN,1996,1786638,Low income,2418665,2019
1378,China,CHN,1997,1814060,Lower-middle income,2418665,2019
1379,China,CHN,1998,1853196,Low income,2418665,2019
1380,China,CHN,1999,1907349,Lower-middle income,2418665,2019
1381,China,CHN,2000,1983144,Lower-middle income,2418665,2019
1382,China,CHN,2001,2024758,Lower-middle income,2418665,2019
1383,China,CHN,2002,2068850,Lower-middle income,2418665,2019
1384,China,CHN,2003,2107191,Lower-middle income,2418665,2019
1385,China,CHN,2004,2164624,Lower-middle income,2418665,2019
1386,China,CHN,2005,2169176,Lower-middle income,2418665,2019
1387,China,CHN,2006,2106667,Lower-middle income,2418665,2019
1388,China,CHN,2007,2085109,Lower-middle income,2418665,2019
1389,China,CHN,2008,2103671,Lower-middle income,2418665,2019
1390,China,CHN,2009,2134859,Lower-middle income,2418665,2019
1391,China,CHN,2010,2173614,Upper-middle income,2418665,2019
1392,China,CHN,2011,2187252,Upper-middle income,2418665,2019
1393,China,CHN,2012,2190880,Upper-middle income,2418665,2019
1394,China,CHN,2013,2191240,Upper-middle income,2418665,2019
1395,China,CHN,2014,2200567,Upper-middle income,2418665,2019
1396,China,CHN,2015,2218343,Upper-middle income,2418665,2019
1397,China,CHN,2016,2264059,Upper-middle income,2418665,2019
1398,China,CHN,2017,2299693,Not categorized,2418665,2019
1399,China,CHN,2018,2344284,Not categorized,2418665,2019
1400,China,CHN,2019,2418665,Not categorized,2418665,2019
1401,China,CHN,1987,,Low income,2418665,2019
1402,China,CHN,1988,,Low income,2418665,2019
1403,China,CHN,1989,,Low income,2418665,2019
1404,Colombia,COL,1990,15278,Lower-middle income,17296,2019
1405,Colombia,COL,1991,15966,Lower-middle income,17296,2019
1406,Colombia,COL,1992,16074,Lower-middle income,17296,2019
1407,Colombia,COL,1993,15947,Lower-middle income,17296,2019
1408,Colombia,COL,1994,15925,Lower-middle income,17296,2019
1409,Colombia,COL,1995,15867,Lower-middle income,17296,2019
1410,Colombia,COL,1996,16096,Lower-middle income,17296,2019
1411,Colombia,COL,1997,15318,Lower-middle income,17296,2019
1412,Colombia,COL,1998,14983,Lower-middle income,17296,2019
1413,Colombia,COL,1999,15281,Lower-middle income,17296,2019
1414,Colombia,COL,2000,15222,Lower-middle income,17296,2019
1415,Colombia,COL,2001,15352,Lower-middle income,17296,2019
1416,Colombia,COL,2002,17165,Lower-middle income,17296,2019
1417,Colombia,COL,2003,16070,Lower-middle income,17296,2019
1418,Colombia,COL,2004,16056,Lower-middle income,17296,2019
1419,Colombia,COL,2005,15445,Lower-middle income,17296,2019
1420,Colombia,COL,2006,15824,Lower-middle income,17296,2019
1421,Colombia,COL,2007,15519,Lower-middle income,17296,2019
1422,Colombia,COL,2008,15760,Upper-middle income,17296,2019
1423,Colombia,COL,2009,16496,Upper-middle income,17296,2019
1424,Colombia,COL,2010,16425,Upper-middle income,17296,2019
1425,Colombia,COL,2011,15894,Upper-middle income,17296,2019
1426,Colombia,COL,2012,15953,Upper-middle income,17296,2019
1427,Colombia,COL,2013,15968,Upper-middle income,17296,2019
1428,Colombia,COL,2014,15808,Upper-middle income,17296,2019
1429,Colombia,COL,2015,16256,Upper-middle income,17296,2019
1430,Colombia,COL,2016,16570,Upper-middle income,17296,2019
1431,Colombia,COL,2017,16775,Not categorized,17296,2019
1432,Colombia,COL,2018,17061,Not categorized,17296,2019
1433,Colombia,COL,2019,17296,Not categorized,17296,2019
1434,Colombia,COL,1987,,Lower-middle income,17296,2019
1435,Colombia,COL,1988,,Lower-middle income,17296,2019
1436,Colombia,COL,1989,,Lower-middle income,17296,2019
1437,Comoros,COM,1990,196,Low income,250,2019
1438,Comoros,COM,1991,198,Low income,250,2019
1439,Comoros,COM,1992,208,Low income,250,2019
1440,Comoros,COM,1993,212,Low income,250,2019
1441,Comoros,COM,1994,220,Low income,250,2019
1442,Comoros,COM,1995,225,Low income,250,2019
1443,Comoros,COM,1996,231,Low income,250,2019
1444,Comoros,COM,1997,232,Low income,250,2019
1445,Comoros,COM,1998,226,Low income,250,2019
1446,Comoros,COM,1999,221,Low income,250,2019
1447,Comoros,COM,2000,224,Low income,250,2019
1448,Comoros,COM,2001,222,Low income,250,2019
1449,Comoros,COM,2002,221,Low income,250,2019
1450,Comoros,COM,2003,215,Low income,250,2019
1451,Comoros,COM,2004,208,Low income,250,2019
1452,Comoros,COM,2005,213,Low income,250,2019
1453,Comoros,COM,2006,207,Low income,250,2019
1454,Comoros,COM,2007,219,Low income,250,2019
1455,Comoros,COM,2008,223,Low income,250,2019
1456,Comoros,COM,2009,218,Low income,250,2019
1457,Comoros,COM,2010,216,Low income,250,2019
1458,Comoros,COM,2011,222,Low income,250,2019
1459,Comoros,COM,2012,226,Low income,250,2019
1460,Comoros,COM,2013,229,Low income,250,2019
1461,Comoros,COM,2014,243,Low income,250,2019
1462,Comoros,COM,2015,246,Low income,250,2019
1463,Comoros,COM,2016,248,Low income,250,2019
1464,Comoros,COM,2017,250,Not categorized,250,2019
1465,Comoros,COM,2018,249,Not categorized,250,2019
1466,Comoros,COM,2019,250,Not categorized,250,2019
1467,Comoros,COM,1987,,Low income,250,2019
1468,Comoros,COM,1988,,Low income,250,2019
1469,Comoros,COM,1989,,Low income,250,2019
1470,Congo,COG,1990,1020,Lower-middle income,1433,2019
1471,Congo,COG,1991,1015,Lower-middle income,1433,2019
1472,Congo,COG,1992,1025,Lower-middle income,1433,2019
1473,Congo,COG,1993,1039,Lower-middle income,1433,2019
1474,Congo,COG,1994,1070,Low income,1433,2019
1475,Congo,COG,1995,1085,Low income,1433,2019
1476,Congo,COG,1996,1095,Low income,1433,2019
1477,Congo,COG,1997,1107,Low income,1433,2019
1478,Congo,COG,1998,1075,Low income,1433,2019
1479,Congo,COG,1999,1061,Low income,1433,2019
1480,Congo,COG,2000,1026,Low income,1433,2019
1481,Congo,COG,2001,987,Low income,1433,2019
1482,Congo,COG,2002,952,Low income,1433,2019
1483,Congo,COG,2003,954,Low income,1433,2019
1484,Congo,COG,2004,944,Low income,1433,2019
1485,Congo,COG,2005,930,Lower-middle income,1433,2019
1486,Congo,COG,2006,936,Lower-middle income,1433,2019
1487,Congo,COG,2007,955,Lower-middle income,1433,2019
1488,Congo,COG,2008,977,Lower-middle income,1433,2019
1489,Congo,COG,2009,996,Lower-middle income,1433,2019
1490,Congo,COG,2010,1006,Lower-middle income,1433,2019
1491,Congo,COG,2011,1031,Lower-middle income,1433,2019
1492,Congo,COG,2012,1078,Lower-middle income,1433,2019
1493,Congo,COG,2013,1121,Lower-middle income,1433,2019
1494,Congo,COG,2014,1167,Lower-middle income,1433,2019
1495,Congo,COG,2015,1209,Lower-middle income,1433,2019
1496,Congo,COG,2016,1254,Lower-middle income,1433,2019
1497,Congo,COG,2017,1305,Not categorized,1433,2019
1498,Congo,COG,2018,1367,Not categorized,1433,2019
1499,Congo,COG,2019,1433,Not categorized,1433,2019
1500,Congo,COG,1987,,Lower-middle income,1433,2019
1501,Congo,COG,1988,,Lower-middle income,1433,2019
1502,Congo,COG,1989,,Lower-middle income,1433,2019
1503,Cook Islands,COK,1990,18,Not categorized,21,2019
1504,Cook Islands,COK,1991,18,Not categorized,21,2019
1505,Cook Islands,COK,1992,18,Not categorized,21,2019
1506,Cook Islands,COK,1993,18,Not categorized,21,2019
1507,Cook Islands,COK,1994,18,Not categorized,21,2019
1508,Cook Islands,COK,1995,18,Not categorized,21,2019
1509,Cook Islands,COK,1996,18,Not categorized,21,2019
1510,Cook Islands,COK,1997,18,Not categorized,21,2019
1511,Cook Islands,COK,1998,18,Not categorized,21,2019
1512,Cook Islands,COK,1999,18,Not categorized,21,2019
1513,Cook Islands,COK,2000,18,Not categorized,21,2019
1514,Cook Islands,COK,2001,19,Not categorized,21,2019
1515,Cook Islands,COK,2002,19,Not categorized,21,2019
1516,Cook Islands,COK,2003,19,Not categorized,21,2019
1517,Cook Islands,COK,2004,19,Not categorized,21,2019
1518,Cook Islands,COK,2005,19,Not categorized,21,2019
1519,Cook Islands,COK,2006,18,Not categorized,21,2019
1520,Cook Islands,COK,2007,18,Not categorized,21,2019
1521,Cook Islands,COK,2008,18,Not categorized,21,2019
1522,Cook Islands,COK,2009,18,Not categorized,21,2019
1523,Cook Islands,COK,2010,19,Not categorized,21,2019
1524,Cook Islands,COK,2011,19,Not categorized,21,2019
1525,Cook Islands,COK,2012,20,Not categorized,21,2019
1526,Cook Islands,COK,2013,20,Not categorized,21,2019
1527,Cook Islands,COK,2014,20,Not categorized,21,2019
1528,Cook Islands,COK,2015,20,Not categorized,21,2019
1529,Cook Islands,COK,2016,21,Not categorized,21,2019
1530,Cook Islands,COK,2017,21,Not categorized,21,2019
1531,Cook Islands,COK,2018,21,Not categorized,21,2019
1532,Cook Islands,COK,2019,21,Not categorized,21,2019
1533,Costa Rica,CRI,1990,1328,Lower-middle income,2118,2019
1534,Costa Rica,CRI,1991,1352,Lower-middle income,2118,2019
1535,Costa Rica,CRI,1992,1397,Lower-middle income,2118,2019
1536,Costa Rica,CRI,1993,1400,Lower-middle income,2118,2019
1537,Costa Rica,CRI,1994,1480,Lower-middle income,2118,2019
1538,Costa Rica,CRI,1995,1550,Lower-middle income,2118,2019
1539,Costa Rica,CRI,1996,1502,Lower-middle income,2118,2019
1540,Costa Rica,CRI,1997,1538,Lower-middle income,2118,2019
1541,Costa Rica,CRI,1998,1556,Lower-middle income,2118,2019
1542,Costa Rica,CRI,1999,1616,Lower-middle income,2118,2019
1543,Costa Rica,CRI,2000,1570,Upper-middle income,2118,2019
1544,Costa Rica,CRI,2001,1590,Upper-middle income,2118,2019
1545,Costa Rica,CRI,2002,1539,Upper-middle income,2118,2019
1546,Costa Rica,CRI,2003,1570,Upper-middle income,2118,2019
1547,Costa Rica,CRI,2004,1604,Upper-middle income,2118,2019
1548,Costa Rica,CRI,2005,1507,Upper-middle income,2118,2019
1549,Costa Rica,CRI,2006,1608,Upper-middle income,2118,2019
1550,Costa Rica,CRI,2007,1480,Upper-middle income,2118,2019
1551,Costa Rica,CRI,2008,1548,Upper-middle income,2118,2019
1552,Costa Rica,CRI,2009,1552,Upper-middle income,2118,2019
1553,Costa Rica,CRI,2010,1789,Upper-middle income,2118,2019
1554,Costa Rica,CRI,2011,1738,Upper-middle income,2118,2019
1555,Costa Rica,CRI,2012,1759,Upper-middle income,2118,2019
1556,Costa Rica,CRI,2013,1805,Upper-middle income,2118,2019
1557,Costa Rica,CRI,2014,1847,Upper-middle income,2118,2019
1558,Costa Rica,CRI,2015,1937,Upper-middle income,2118,2019
1559,Costa Rica,CRI,2016,2029,Upper-middle income,2118,2019
1560,Costa Rica,CRI,2017,2050,Not categorized,2118,2019
1561,Costa Rica,CRI,2018,2104,Not categorized,2118,2019
1562,Costa Rica,CRI,2019,2118,Not categorized,2118,2019
1563,Costa Rica,CRI,1987,,Lower-middle income,2118,2019
1564,Costa Rica,CRI,1988,,Lower-middle income,2118,2019
1565,Costa Rica,CRI,1989,,Lower-middle income,2118,2019
1566,Cote d'Ivoire,CIV,1990,3164,Lower-middle income,6481,2019
1567,Cote d'Ivoire,CIV,1991,3343,Lower-middle income,6481,2019
1568,Cote d'Ivoire,CIV,1992,3575,Lower-middle income,6481,2019
1569,Cote d'Ivoire,CIV,1993,3840,Low income,6481,2019
1570,Cote d'Ivoire,CIV,1994,4118,Low income,6481,2019
1571,Cote d'Ivoire,CIV,1995,4388,Low income,6481,2019
1572,Cote d'Ivoire,CIV,1996,4567,Low income,6481,2019
1573,Cote d'Ivoire,CIV,1997,4700,Low income,6481,2019
1574,Cote d'Ivoire,CIV,1998,4855,Low income,6481,2019
1575,Cote d'Ivoire,CIV,1999,5014,Low income,6481,2019
1576,Cote d'Ivoire,CIV,2000,5188,Low income,6481,2019
1577,Cote d'Ivoire,CIV,2001,5294,Low income,6481,2019
1578,Cote d'Ivoire,CIV,2002,5392,Low income,6481,2019
1579,Cote d'Ivoire,CIV,2003,5517,Low income,6481,2019
1580,Cote d'Ivoire,CIV,2004,5642,Low income,6481,2019
1581,Cote d'Ivoire,CIV,2005,5689,Low income,6481,2019
1582,Cote d'Ivoire,CIV,2006,5728,Low income,6481,2019
1583,Cote d'Ivoire,CIV,2007,5735,Low income,6481,2019
1584,Cote d'Ivoire,CIV,2008,5741,Lower-middle income,6481,2019
1585,Cote d'Ivoire,CIV,2009,5818,Lower-middle income,6481,2019
1586,Cote d'Ivoire,CIV,2010,5922,Lower-middle income,6481,2019
1587,Cote d'Ivoire,CIV,2011,6026,Lower-middle income,6481,2019
1588,Cote d'Ivoire,CIV,2012,6140,Lower-middle income,6481,2019
1589,Cote d'Ivoire,CIV,2013,6328,Lower-middle income,6481,2019
1590,Cote d'Ivoire,CIV,2014,6426,Lower-middle income,6481,2019
1591,Cote d'Ivoire,CIV,2015,6468,Lower-middle income,6481,2019
1592,Cote d'Ivoire,CIV,2016,6377,Lower-middle income,6481,2019
1593,Cote d'Ivoire,CIV,2017,6366,Not categorized,6481,2019
1594,Cote d'Ivoire,CIV,2018,6491,Not categorized,6481,2019
1595,Cote d'Ivoire,CIV,2019,6481,Not categorized,6481,2019
1596,Cote d'Ivoire,CIV,1987,,Lower-middle income,6481,2019
1597,Cote d'Ivoire,CIV,1988,,Lower-middle income,6481,2019
1598,Cote d'Ivoire,CIV,1989,,Lower-middle income,6481,2019
1599,Croatia,HRV,1990,13012,Not categorized,9640,2019
1600,Croatia,HRV,1991,12643,Not categorized,9640,2019
1601,Croatia,HRV,1992,12559,Lower-middle income,9640,2019
1602,Croatia,HRV,1993,12484,Lower-middle income,9640,2019
1603,Croatia,HRV,1994,12286,Lower-middle income,9640,2019
1604,Croatia,HRV,1995,12259,Upper-middle income,9640,2019
1605,Croatia,HRV,1996,12299,Upper-middle income,9640,2019
1606,Croatia,HRV,1997,12407,Upper-middle income,9640,2019
1607,Croatia,HRV,1998,12055,Upper-middle income,9640,2019
1608,Croatia,HRV,1999,11753,Upper-middle income,9640,2019
1609,Croatia,HRV,2000,11155,Upper-middle income,9640,2019
1610,Croatia,HRV,2001,10863,Upper-middle income,9640,2019
1611,Croatia,HRV,2002,10817,Upper-middle income,9640,2019
1612,Croatia,HRV,2003,10967,Upper-middle income,9640,2019
1613,Croatia,HRV,2004,10468,Upper-middle income,9640,2019
1614,Croatia,HRV,2005,10606,Upper-middle income,9640,2019
1615,Croatia,HRV,2006,10277,Upper-middle income,9640,2019
1616,Croatia,HRV,2007,10386,Upper-middle income,9640,2019
1617,Croatia,HRV,2008,10530,High income,9640,2019
1618,Croatia,HRV,2009,10188,High income,9640,2019
1619,Croatia,HRV,2010,9994,High income,9640,2019
1620,Croatia,HRV,2011,9864,High income,9640,2019
1621,Croatia,HRV,2012,9859,High income,9640,2019
1622,Croatia,HRV,2013,9485,High income,9640,2019
1623,Croatia,HRV,2014,9586,High income,9640,2019
1624,Croatia,HRV,2015,9927,High income,9640,2019
1625,Croatia,HRV,2016,9436,Upper-middle income,9640,2019
1626,Croatia,HRV,2017,9533,Not categorized,9640,2019
1627,Croatia,HRV,2018,9545,Not categorized,9640,2019
1628,Croatia,HRV,2019,9640,Not categorized,9640,2019
1629,Croatia,HRV,1987,,Not categorized,9640,2019
1630,Croatia,HRV,1988,,Not categorized,9640,2019
1631,Croatia,HRV,1989,,Not categorized,9640,2019
1632,Cuba,CUB,1990,14466,Lower-middle income,19990,2019
1633,Cuba,CUB,1991,14556,Lower-middle income,19990,2019
1634,Cuba,CUB,1992,15020,Lower-middle income,19990,2019
1635,Cuba,CUB,1993,15500,Lower-middle income,19990,2019
1636,Cuba,CUB,1994,15714,Lower-middle income,19990,2019
1637,Cuba,CUB,1995,15712,Lower-middle income,19990,2019
1638,Cuba,CUB,1996,15771,Lower-middle income,19990,2019
1639,Cuba,CUB,1997,15807,Lower-middle income,19990,2019
1640,Cuba,CUB,1998,16029,Lower-middle income,19990,2019
1641,Cuba,CUB,1999,16218,Lower-middle income,19990,2019
1642,Cuba,CUB,2000,16001,Lower-middle income,19990,2019
1643,Cuba,CUB,2001,16272,Lower-middle income,19990,2019
1644,Cuba,CUB,2002,15677,Lower-middle income,19990,2019
1645,Cuba,CUB,2003,16175,Lower-middle income,19990,2019
1646,Cuba,CUB,2004,16600,Lower-middle income,19990,2019
1647,Cuba,CUB,2005,17173,Lower-middle income,19990,2019
1648,Cuba,CUB,2006,16671,Lower-middle income,19990,2019
1649,Cuba,CUB,2007,16981,Upper-middle income,19990,2019
1650,Cuba,CUB,2008,17361,Upper-middle income,19990,2019
1651,Cuba,CUB,2009,17717,Upper-middle income,19990,2019
1652,Cuba,CUB,2010,18109,Upper-middle income,19990,2019
1653,Cuba,CUB,2011,17308,Upper-middle income,19990,2019
1654,Cuba,CUB,2012,17966,Upper-middle income,19990,2019
1655,Cuba,CUB,2013,18295,Upper-middle income,19990,2019
1656,Cuba,CUB,2014,18734,Upper-middle income,19990,2019
1657,Cuba,CUB,2015,19492,Upper-middle income,19990,2019
1658,Cuba,CUB,2016,19610,Upper-middle income,19990,2019
1659,Cuba,CUB,2017,20399,Not categorized,19990,2019
1660,Cuba,CUB,2018,20540,Not categorized,19990,2019
1661,Cuba,CUB,2019,19990,Not categorized,19990,2019
1662,Cuba,CUB,1987,,Not categorized,19990,2019
1663,Cuba,CUB,1988,,Not categorized,19990,2019
1664,Cuba,CUB,1989,,Not categorized,19990,2019
1665,Curacao,CUW,1987,,Not categorized,,
1666,Curacao,CUW,1988,,Not categorized,,
1667,Curacao,CUW,1989,,Not categorized,,
1668,Curacao,CUW,1990,,Not categorized,,
1669,Curacao,CUW,1991,,Not categorized,,
1670,Curacao,CUW,1992,,Not categorized,,
1671,Curacao,CUW,1993,,Not categorized,,
1672,Curacao,CUW,1994,,Not categorized,,
1673,Curacao,CUW,1995,,Not categorized,,
1674,Curacao,CUW,1996,,Not categorized,,
1675,Curacao,CUW,1997,,Not categorized,,
1676,Curacao,CUW,1998,,Not categorized,,
1677,Curacao,CUW,1999,,Not categorized,,
1678,Curacao,CUW,2000,,Not categorized,,
1679,Curacao,CUW,2001,,Not categorized,,
1680,Curacao,CUW,2002,,Not categorized,,
1681,Curacao,CUW,2003,,Not categorized,,
1682,Curacao,CUW,2004,,Not categorized,,
1683,Curacao,CUW,2005,,Not categorized,,
1684,Curacao,CUW,2006,,Not categorized,,
1685,Curacao,CUW,2007,,Not categorized,,
1686,Curacao,CUW,2008,,Not categorized,,
1687,Curacao,CUW,2009,,Not categorized,,
1688,Curacao,CUW,2010,,High income,,
1689,Curacao,CUW,2011,,High income,,
1690,Curacao,CUW,2012,,High income,,
1691,Curacao,CUW,2013,,High income,,
1692,Curacao,CUW,2014,,High income,,
1693,Curacao,CUW,2015,,High income,,
1694,Curacao,CUW,2016,,High income,,
1695,Cyprus,CYP,1990,993,High income,1535,2019
1696,Cyprus,CYP,1991,1049,High income,1535,2019
1697,Cyprus,CYP,1992,1090,High income,1535,2019
1698,Cyprus,CYP,1993,1104,High income,1535,2019
1699,Cyprus,CYP,1994,1100,High income,1535,2019
1700,Cyprus,CYP,1995,1116,High income,1535,2019
1701,Cyprus,CYP,1996,1127,High income,1535,2019
1702,Cyprus,CYP,1997,1145,High income,1535,2019
1703,Cyprus,CYP,1998,1163,High income,1535,2019
1704,Cyprus,CYP,1999,1170,High income,1535,2019
1705,Cyprus,CYP,2000,1169,High income,1535,2019
1706,Cyprus,CYP,2001,1159,High income,1535,2019
1707,Cyprus,CYP,2002,1167,High income,1535,2019
1708,Cyprus,CYP,2003,1166,High income,1535,2019
1709,Cyprus,CYP,2004,1192,High income,1535,2019
1710,Cyprus,CYP,2005,1234,High income,1535,2019
1711,Cyprus,CYP,2006,1269,High income,1535,2019
1712,Cyprus,CYP,2007,1298,High income,1535,2019
